,carat,cut,color,clarity,table,depth,cert,measurements,price,x,y,z
687,0.2,Ideal,H,VVS1,58.0,60.7,GIA,3.77 x 3.81 x 2.30,349.0,3.77,3.81,2.3
688,0.2,Ideal,I,VVS1,61.0,59.6,GIA,3.81 x 3.83 x 2.28,349.0,3.81,3.83,2.28
689,0.21,V.Good,F,VVS2,60.0,59.8,GIA,3.89 x 3.91 x 2.33,349.0,3.89,3.91,2.33
690,0.23,Good,D,VS1,61.0,57.0,GIA,4.05 x 4.08 x 2.32,349.0,4.05,4.08,2.32
691,0.23,Ideal,E,VS1,61.0,59.3,GIA,4.00 x 4.03 x 2.38,349.0,4.0,4.03,2.38
692,0.29,V.Good,G,I1,58.0,59.9,GIA,4.31 x 4.34 x 2.59,349.0,4.31,4.34,2.59
693,0.21,Ideal,I,VVS1,60.0,60.1,GIA,3.86 x 3.88 x 2.32,349.0,3.86,3.88,2.32
694,0.31,V.Good,D,I1,59.0,60.7,GIA,4.34 x 4.31 x 2.63,349.0,4.34,4.31,2.63
695,0.38,Good,D,I1,55.0,64.3,EGL,4.60 x 4.55 x 2.94,349.0,4.6,4.55,2.94
696,0.38,Good,D,I1,56.0,67.0,EGL,4.57 x 4.48 x 3.03,349.0,4.57,4.48,3.03
697,0.38,Good,D,I1,57.0,65.1,EGL,4.56 x 4.50 x 2.95,349.0,4.56,4.5,2.95
698,0.38,Good,F,I2,60.0,65.4,EGL,4.50 x 4.40 x 2.91,349.0,4.5,4.4,2.91
699,0.38,Good,G,I1,58.0,65.3,EGL,4.50 x 4.44 x 2.92,349.0,4.5,4.44,2.92
700,0.38,Good,D,I1,59.0,65.5,EGL,4.48 x 4.44 x 2.92,349.0,4.48,4.44,2.92
701,0.38,Good,D,I1,56.0,64.6,EGL,4.54 x 4.50 x 2.92,349.0,4.54,4.5,2.92
702,0.23,Ideal,E,SI1,56.0,61.2,GIA,3.97 x 4.00 x 2.44,350.0,3.97,4.0,2.44
703,0.23,Ideal,I,VS1,60.0,59.5,GIA,4.04 x 4.01 x 2.39,350.0,4.04,4.01,2.39
704,0.23,Ideal,I,VS1,57.0,62.5,GIA,3.96 x 3.92 x 2.46,350.0,3.96,3.92,2.46
705,0.28,V.Good,K,VS1,57.0,62.9,GIA,4.15 x 4.17 x 2.62,350.0,4.15,4.17,2.62
706,0.25,Ideal,J,VS2,56.0,61.8,IGI,4.07 x 4.10 x 2.53,350.0,4.07,4.1,2.53
707,0.32,V.Good,K,IF,59.0,64.0,IGI,4.26 x 4.29 x 2.74,350.0,4.26,4.29,2.74
708,0.25,Ideal,I,VS1,60.0,60.1,GIA,4.07 x 4.10 x 2.45,350.0,4.07,4.1,2.45
709,0.22,Ideal,I,VVS1,60.0,60.8,GIA,3.88 x 3.90 x 2.36,350.0,3.88,3.9,2.36
710,0.23,V.Good,H,VVS2,63.0,60.0,IGI,2.31 x 3.85 x 0.00,350.0,2.31,3.85,
711,0.21,Ideal,I,VVS1,62.0,60.3,GIA,3.83 x 3.86 x 2.32,350.0,3.83,3.86,2.32
712,0.33,Good,G,I1,62.0,63.3,GIA,4.36 x 4.37 x 2.76,350.0,4.36,4.37,2.76
713,0.24,Ideal,E,SI1,58.0,60.3,GIA,4.05 x 4.06 x 2.44,350.0,4.05,4.06,2.44
714,0.24,Ideal,E,SI1,57.0,62.3,GIA,3.98 x 4.00 x 2.49,350.0,3.98,4.0,2.49
715,0.37,Good,D,I1,64.0,63.6,EGL,4.52 x 4.44 x 2.85,350.0,4.52,4.44,2.85
716,0.32,Ideal,I,SI2,57.0,61.7,GIA,4.43 x 4.4 x 2.72,350.0,4.43,4.4,2.72
717,0.26,V.Good,D,SI2,58.0,60.3,GIA,4.14 x 4.16 x 2.5,350.0,4.14,4.16,2.5
718,0.25,V.Good,D,SI1,56.0,64.5,GIA,3.99 x 3.94 x 2.56,350.0,3.99,3.94,2.56
719,0.37,V.Good,H,I1,60.0,60.1,GIA,4.67 x 4.64 x 2.8,350.0,4.67,4.64,2.8
720,0.27,Good,J,VS2,56.0,61.5,GIA,4.19 x 4.17 x 2.57,350.0,4.19,4.17,2.57
721,0.37,Good,J,I1,59.0,62.9,GIA,4.54 x 4.52 x 2.85,350.0,4.54,4.52,2.85
722,0.31,V.Good,K,SI1,61.0,59.7,GIA,4.42 x 4.4 x 2.63,350.0,4.42,4.4,2.63
723,0.35,Good,E,I1,66.0,56.1,GIA,4.79 x 4.64 x 2.64,350.0,4.79,4.64,2.64
724,0.31,V.Good,D,I1,59.0,60.7,GIA,4.34 x 4.31 x 2.63,350.0,4.34,4.31,2.63
725,0.31,Ideal,F,I1,58.0,60.9,GIA,4.39 x 4.36 x 2.66,350.0,4.39,4.36,2.66
726,0.37,Good,F,I1,63.0,61.7,GIA,4.6 x 4.61 x 2.84,350.0,4.6,4.61,2.84
727,0.31,V.Good,K,VS2,55.0,63.2,GIA,4.33 x 4.3 x 2.73,350.0,4.33,4.3,2.73
728,0.27,V.Good,H,VS2,64.0,58.5,GIA,4.19 x 4.28 x 2.48,350.0,4.19,4.28,2.48
729,0.2,V.Good,E,VVS2,61.0,59.3,GIA,3.81 x 3.8 x 2.26,350.0,3.81,3.8,2.26
730,0.37,Good,H,I1,63.0,62.2,GIA,4.53 x 4.57 x 2.83,350.0,4.53,4.57,2.83
731,0.29,Good,G,VS1,60.0,59.9,GIA,4.27 x 4.32 x 2.58,350.0,4.27,4.32,2.58
732,0.2,Ideal,E,VVS2,61.0,59.3,GIA,3.83 x 3.85 x 2.28,350.0,3.83,3.85,2.28
733,0.22,Ideal,G,VVS1,61.0,61.3,GIA,3.87 x 3.86 x 2.37,350.0,3.87,3.86,2.37
734,0.26,V.Good,D,VS1,0.0,0.0,EGL Intl.,4.08 x 4.19 x 2.55,350.0,4.08,4.19,2.55
735,0.21,V.Good,F,VVS2,60.0,59.8,GIA,3.91 x 3.89 x 2.33,350.0,3.91,3.89,2.33
736,0.2,Ideal,E,VVS2,61.0,59.3,GIA,3.85 x 3.83 x 2.28,350.0,3.85,3.83,2.28
737,0.26,V.Good,H,VS1,58.0,62.2,GIA,4.08 x 4.16 x 2.56,350.0,4.08,4.16,2.56
738,0.23,Good,D,VS2,60.0,60.4,GIA,3.95 x 3.91 x 2.37,350.0,3.95,3.91,2.37
739,0.31,V.Good,E,I1,59.0,62.1,GIA,4.33 x 4.3 x 2.68,350.0,4.33,4.3,2.68
740,0.38,V.Good,D,I1,55.0,64.3,EGL USA,4.6 x 4.55 x 2.94,350.0,4.6,4.55,2.94
741,0.31,Ideal,I,I1,56.0,62.4,GIA,4.32 x 4.35 x 2.71,350.0,4.32,4.35,2.71
742,0.2,Good,E,VVS2,59.0,64.9,GIA,3.67 x 3.65 x 2.38,350.0,3.67,3.65,2.38
743,0.37,Good,J,SI1,57.0,61.6,GIA,4.51 x 4.59 x 2.8,350.0,4.51,4.59,2.8
744,0.3,Good,I,SI1,67.0,59.1,GIA,4.36 x 4.47 x 2.61,350.0,4.36,4.47,2.61
745,0.38,Good,L,SI2,60.0,64.7,GIA,4.54 x 4.46 x 2.91,350.0,4.54,4.46,2.91
746,0.21,Good,F,VVS1,59.0,63.2,GIA,3.76 x 3.74 x 2.37,350.0,3.76,3.74,2.37
747,0.31,V.Good,L,VS2,61.0,60.5,GIA,4.35 x 4.33 x 2.63,350.0,4.35,4.33,2.63
748,0.31,V.Good,L,VS2,60.0,61.1,GIA,4.36 x 4.34 x 2.66,350.0,4.36,4.34,2.66
749,0.25,Good,E,SI1,58.0,64.5,GIA,3.93 x 3.90 x 2.52,351.0,3.93,3.9,2.52
750,0.21,Ideal,H,VVS1,58.0,61.9,GIA,3.79 x 3.81 x 2.36,351.0,3.79,3.81,2.36
751,0.21,Ideal,H,VVS2,57.0,62.5,GIA,3.78 x 3.79 x 2.37,351.0,3.78,3.79,2.37
752,0.23,Ideal,H,VS1,55.0,62.7,GIA,3.95 x 3.97 x 2.48,351.0,3.95,3.97,2.48
753,0.26,V.Good,H,VS1,58.0,62.2,GIA,4.08 x 4.16 x 2.56,351.0,4.08,4.16,2.56
754,0.24,V.Good,G,VS2,55.0,62.9,GIA,3.98 x 4.00 x 2.51,351.0,3.98,4.0,2.51
755,0.3,Good,F,I1,61.0,62.9,GIA,4.27 x 4.28 x 2.69,351.0,4.27,4.28,2.69
756,0.3,Good,F,I1,59.0,60.8,GIA,4.24 x 4.26 x 2.58,351.0,4.24,4.26,2.58
757,0.23,V.Good,F,VS2,58.0,62.7,GIA,3.91 x 3.94 x 2.46,351.0,3.91,3.94,2.46
758,0.2,Ideal,I,VVS1,57.0,62.4,GIA,3.73 x 3.75 x 2.33,351.0,3.73,3.75,2.33
759,0.24,Ideal,G,VS2,58.0,61.4,GIA,3.99 x 4.00 x 2.45,351.0,3.99,4.0,2.45
760,0.31,V.Good,G,I1,63.0,57.7,GIA,4.49 x 4.51 x 2.59,351.0,4.49,4.51,2.59
761,0.31,V.Good,G,I1,65.0,57.3,GIA,4.47 x 4.50 x 2.57,351.0,4.47,4.5,2.57
762,0.31,Good,G,I1,62.0,58.1,GIA,4.42 x 4.45 x 2.58,351.0,4.42,4.45,2.58
763,0.31,Ideal,G,I1,60.0,59.8,GIA,4.38 x 4.41 x 2.63,351.0,4.38,4.41,2.63
764,0.31,Ideal,G,I1,58.0,61.0,GIA,4.37 x 4.39 x 2.67,351.0,4.37,4.39,2.67
765,0.31,V.Good,G,I1,59.0,61.4,GIA,4.34 x 4.37 x 2.68,351.0,4.34,4.37,2.68
766,0.23,Ideal,G,VS2,58.0,61.7,GIA,3.90 x 3.92 x 2.41,351.0,3.9,3.92,2.41
767,0.23,Ideal,H,VS1,56.0,61.6,GIA,3.96 x 3.99 x 2.45,351.0,3.96,3.99,2.45
768,0.31,V.Good,L,VS2,60.0,61.1,GIA,4.36 x 4.34 x 2.66,351.0,4.36,4.34,2.66
769,0.31,V.Good,L,VS2,61.0,60.5,GIA,4.35 x 4.33 x 2.63,351.0,4.35,4.33,2.63
770,0.3,Good,K,SI2,64.0,56.8,EGL,2.53 x 4.44 x 4.47,351.0,2.53,4.44,4.47
771,0.24,Good,F,SI1,59.0,57.8,GIA,4.15 x 4.13 x 2.39,352.0,4.15,4.13,2.39
772,0.23,Ideal,E,VS2,56.0,62.9,GIA,3.89 x 3.91 x 2.46,352.0,3.89,3.91,2.46
773,0.23,Ideal,H,VS1,56.0,62.2,GIA,3.96 x 3.98 x 2.47,352.0,3.96,3.98,2.47
774,0.23,V.Good,F,VS1,58.0,62.9,GIA,3.87 x 3.90 x 2.44,352.0,3.87,3.9,2.44
775,0.26,Ideal,F,SI1,56.0,62.4,GIA,4.07 x 4.09 x 2.55,352.0,4.07,4.09,2.55
776,0.31,Ideal,I,I1,56.0,62.4,GIA,4.32 x 4.35 x 2.71,352.0,4.32,4.35,2.71
777,0.23,Good,D,VS1,60.5,65.7,IGI,3.78 x 3.80 x 2.49,352.0,3.78,3.8,2.49
778,0.23,V.Good,E,VS2,55.0,63.5,GIA,3.87 x 3.89 x 2.47,352.0,3.87,3.89,2.47
779,0.3,Ideal,G,I1,59.0,59.9,GIA,4.36 x 4.38 x 2.62,352.0,4.36,4.38,2.62
780,0.23,Good,E,VS2,54.0,64.6,GIA,3.85 x 3.88 x 2.50,352.0,3.85,3.88,2.5
781,0.23,V.Good,F,VS2,57.0,62.1,GIA,3.92 x 3.95 x 2.44,352.0,3.92,3.95,2.44
782,0.24,Ideal,E,SI1,55.0,61.4,GIA,4.05 x 4.07 x 2.49,352.0,4.05,4.07,2.49
783,0.23,V.Good,E,SI1,56.0,61.5,GIA,3.93 x 3.96 x 2.43,352.0,3.93,3.96,2.43
784,0.23,Ideal,F,SI2,57.0,61.7,GIA,3.94 x 3.96 x 2.44,352.0,3.94,3.96,2.44
785,0.23,V.Good,F,VS2,56.0,62.9,GIA,3.91 x 3.92 x 2.46,352.0,3.91,3.92,2.46
786,0.31,Ideal,K,VS2,57.0,61.9,GIA,4.34 x 4.31 x 2.68,352.0,4.34,4.31,2.68
787,0.31,V.Good,K,VS2,55.0,63.2,GIA,4.33 x 4.30 x 2.73,352.0,4.33,4.3,2.73
788,0.23,V.Good,E,SI1,64.0,59.0,GIA,3.98 x 3.97 x 2.34,353.0,3.98,3.97,2.34
789,0.24,V.Good,E,SI1,61.0,61.2,GIA,3.99 x 4.03 x 2.45,353.0,3.99,4.03,2.45
790,0.22,Ideal,E,VS2,57.0,62.7,GIA,3.84 x 3.85 x 2.41,353.0,3.84,3.85,2.41
791,0.22,Ideal,I,VVS1,60.0,60.0,GIA,3.91 x 3.93 x 2.35,353.0,3.91,3.93,2.35
792,0.21,Ideal,H,VVS1,58.0,61.8,GIA,3.79 x 3.80 x 2.35,353.0,3.79,3.8,2.35
793,0.3,Ideal,H,I1,55.0,62.8,GIA,4.31 x 4.32 x 2.71,353.0,4.31,4.32,2.71
794,0.25,Ideal,I,IF,58.0,59.8,GIA,4.11 x 4.13 x 2.47,353.0,4.11,4.13,2.47
795,0.21,Ideal,G,VVS2,56.0,62.8,GIA,3.81 x 3.84 x 2.40,353.0,3.81,3.84,2.4
796,0.23,V.Good,H,VS2,60.0,63.3,GIA,3.86 x 3.88 x 2.45,353.0,3.86,3.88,2.45
797,0.23,Ideal,F,VS2,56.0,61.8,GIA,3.93 x 3.96 x 2.44,353.0,3.93,3.96,2.44
798,0.3,V.Good,K,VS1,58.0,57.7,GIA,4.39 x 4.40 x 2.54,353.0,4.39,4.4,2.54
799,0.3,Ideal,J,SI2,55.5,61.7,IGI,4.29 x 4.33 x 2.66,353.0,4.29,4.33,2.66
800,0.2,Ideal,D,VVS1,58.0,61.2,GIA,3.78 x 3.80 x 2.32,353.0,3.78,3.8,2.32
801,0.2,Ideal,D,VVS1,57.0,61.4,GIA,3.77 x 3.79 x 2.32,353.0,3.77,3.79,2.32
802,0.2,Ideal,D,VVS1,57.0,62.2,GIA,3.75 x 3.76 x 2.34,353.0,3.75,3.76,2.34
803,0.2,Ideal,D,VVS1,57.0,62.3,GIA,3.76 x 3.78 x 2.35,353.0,3.76,3.78,2.35
804,0.28,V.Good,F,VS1,64.0,58.5,GIA,4.26 x 4.23 x 2.48,353.0,4.26,4.23,2.48
805,0.3,V.Good,J,SI1,62.0,62.0,GIA,4.30 x 4.24 x 2.65,353.0,4.3,4.24,2.65
806,0.3,V.Good,K,VS1,59.0,60.5,GIA,4.32 x 4.26 x 2.60,353.0,4.32,4.26,2.6
807,0.3,V.Good,K,VS1,59.0,62.9,GIA,4.25 x 4.24 x 2.67,353.0,4.25,4.24,2.67
808,0.3,V.Good,F,I1,59.0,59.1,GIA,4.40 x 4.38 x 2.60,353.0,4.4,4.38,2.6
809,0.32,Good,K,VS2,65.0,60.2,GIA,4.44 x 4.38 x 2.65,353.0,4.44,4.38,2.65
810,0.48,Ideal,L,SI1,57.0,62.0,GIA,5.07 x 5.02 x 3.13,353.0,5.07,5.02,3.13
811,0.23,Good,D,SI1,60.0,62.3,GIA,3.90 x 3.88 x 2.42,354.0,3.9,3.88,2.42
812,0.3,Good,J,SI2,56.0,65.0,GIA,4.16 x 4.18 x 2.71,354.0,4.16,4.18,2.71
813,0.24,Ideal,J,SI1,56.0,61.9,GIA,3.97 x 4.00 x 2.47,354.0,3.97,4.0,2.47
814,0.23,Ideal,D,SI2,55.0,61.4,GIA,3.96 x 3.98 x 2.44,354.0,3.96,3.98,2.44
815,0.21,Ideal,F,VVS1,59.0,61.0,GIA,3.82 x 3.85 x 2.34,354.0,3.82,3.85,2.34
816,0.25,V.Good,H,VS2,62.5,61.5,IGI,4.01 x 4.05 x 2.48,354.0,4.01,4.05,2.48
817,0.29,V.Good,E,SI1,59.0,62.6,GIA,4.20 x 4.27 x 2.65,354.0,4.2,4.27,2.65
818,0.4,V.Good,I,I1,58.0,63.8,GIA,4.62 x 4.64 x 2.95,354.0,4.62,4.64,2.95
819,0.34,V.Good,H,I1,60.0,62.6,GIA,4.46 x 4.48 x 2.80,354.0,4.46,4.48,2.8
820,0.23,Ideal,H,VS1,59.0,60.2,GIA,3.97 x 3.99 x 2.40,354.0,3.97,3.99,2.4
821,0.23,Ideal,H,VS2,55.0,61.7,GIA,3.95 x 3.97 x 2.44,354.0,3.95,3.97,2.44
822,0.35,Good,K,SI2,56.0,65.9,GIA,4.35 x 4.38 x 2.88,354.0,4.35,4.38,2.88
823,0.24,Good,E,VS2,63.0,58.3,GIA,4.08 x 4.09 x 2.38,354.0,4.08,4.09,2.38
824,0.31,V.Good,D,I1,57.0,63.6,GIA,4.26 x 4.22 x 2.70,354.0,4.26,4.22,2.7
825,0.5,Good,J,I1,58.0,66.1,EGL,4.98 x 4.85 x 3.24,354.0,4.98,4.85,3.24
826,0.3,Good,J,VS2,60.0,62.1,GIA,4.20 x 4.24 x 2.63,355.0,4.2,4.24,2.63
827,0.25,V.Good,E,SI1,61.0,58.6,GIA,4.11 x 4.15 x 2.42,355.0,4.11,4.15,2.42
828,0.3,Good,I,VS2,63.0,61.5,GIA,4.30 x 4.32 x 2.65,355.0,4.3,4.32,2.65
829,0.31,Good,F,SI2,58.0,62.7,GIA,4.27 x 4.36 x 2.71,355.0,4.27,4.36,2.71
830,0.25,V.Good,F,SI1,61.0,58.5,GIA,4.15 x 4.16 x 2.43,355.0,4.15,4.16,2.43
831,0.28,V.Good,E,SI1,59.0,61.5,GIA,4.20 x 4.24 x 2.60,355.0,4.2,4.24,2.6
832,0.21,Ideal,G,VVS2,58.0,61.5,GIA,3.83 x 3.85 x 2.36,355.0,3.83,3.85,2.36
833,0.2,Ideal,H,IF,59.0,61.5,GIA,3.74 x 3.76 x 2.30,355.0,3.74,3.76,2.3
834,0.3,Good,J,SI1,68.0,60.5,GIA,4.29 x 4.33 x 2.61,355.0,4.29,4.33,2.61
835,0.33,Good,F,I1,67.0,58.1,GIA,4.47 x 4.49 x 2.60,355.0,4.47,4.49,2.6
836,0.37,Good,H,I1,63.0,62.2,GIA,4.53 x 4.57 x 2.83,355.0,4.53,4.57,2.83
837,0.22,Ideal,I,VVS1,60.0,61.0,GIA,3.87 x 3.90 x 2.37,355.0,3.87,3.9,2.37
838,0.2,Ideal,I,IF,58.0,60.1,GIA,3.79 x 3.82 x 2.29,355.0,3.79,3.82,2.29
839,0.3,Good,F,I1,65.0,58.4,GIA,4.36 x 4.37 x 2.55,355.0,4.36,4.37,2.55
840,0.3,V.Good,F,I1,61.0,60.6,GIA,4.34 x 4.37 x 2.64,355.0,4.34,4.37,2.64
841,0.23,Ideal,G,VS2,60.0,61.0,GIA,3.94 x 3.96 x 2.41,355.0,3.94,3.96,2.41
842,0.23,Ideal,G,VS2,60.0,59.4,GIA,3.98 x 4.00 x 2.37,355.0,3.98,4.0,2.37
843,0.23,V.Good,G,VS1,54.0,63.2,GIA,3.89 x 3.91 x 2.46,355.0,3.89,3.91,2.46
844,0.23,V.Good,E,SI1,58.0,63.1,GIA,3.89 x 3.91 x 2.46,355.0,3.89,3.91,2.46
845,0.41,Good,G,I1,56.0,64.6,EGL,4.68 x 4.64 x 3.01,355.0,4.68,4.64,3.01
846,0.3,V.Good,L,VS1,63.0,59.8,GIA,2.59 x 4.32 x 4.34,355.0,2.59,4.32,4.34
847,0.24,Ideal,E,SI2,56.0,61.8,GIA,3.96 x 3.99 x 2.46,356.0,3.96,3.99,2.46
848,0.28,V.Good,G,SI1,60.0,61.3,GIA,4.18 x 4.20 x 2.57,356.0,4.18,4.2,2.57
849,0.3,Good,J,VS2,57.0,65.7,GIA,4.14 x 4.17 x 2.73,356.0,4.14,4.17,2.73
850,0.22,Ideal,E,VS2,57.0,62.5,GIA,3.83 x 3.88 x 2.41,356.0,3.83,3.88,2.41
851,0.23,Ideal,J,VS1,59.0,60.4,GIA,3.97 x 4.01 x 2.41,356.0,3.97,4.01,2.41
852,0.26,Ideal,H,VS2,58.0,65.0,GIA,4.14 x 4.17 x 2.51,356.0,4.14,4.17,2.51
853,0.26,Ideal,H,VS2,58.0,64.0,GIA,4.13 x 4.16 x 2.51,356.0,4.13,4.16,2.51
854,0.23,Ideal,H,VS1,57.0,62.9,GIA,3.90 x 3.93 x 2.46,356.0,3.9,3.93,2.46
855,0.3,Good,K,SI1,62.0,57.1,GIA,4.39 x 4.40 x 2.51,356.0,4.39,4.4,2.51
856,0.3,Good,F,I1,56.0,64.3,GIA,4.20 x 4.21 x 2.70,356.0,4.2,4.21,2.7
857,0.32,Ideal,G,I1,58.0,60.2,GIA,4.45 x 4.46 x 2.68,356.0,4.45,4.46,2.68
858,0.32,V.Good,G,I1,55.0,63.7,GIA,4.36 x 4.39 x 2.79,356.0,4.36,4.39,2.79
859,0.23,V.Good,F,VS1,61.0,59.7,GIA,3.96 x 3.98 x 2.37,356.0,3.96,3.98,2.37
860,0.25,Ideal,I,VS1,57.0,62.1,GIA,4.02 x 4.03 x 2.50,356.0,4.02,4.03,2.5
861,0.2,V.Good,F,VVS2,59.0,61.8,GIA,3.73 x 3.74 x 2.31,356.0,3.73,3.74,2.31
862,0.23,Ideal,E,SI1,55.0,62.6,GIA,3.92 x 3.94 x 2.46,356.0,3.92,3.94,2.46
863,0.23,V.Good,E,VS1,60.0,61.3,GIA,3.91 x 3.96 x 2.41,356.0,3.91,3.96,2.41
864,0.23,V.Good,E,VS1,58.0,62.7,GIA,3.87 x 3.91 x 2.44,356.0,3.87,3.91,2.44
865,0.23,V.Good,E,VS1,60.0,59.3,GIA,3.98 x 4.01 x 2.37,356.0,3.98,4.01,2.37
866,0.23,V.Good,F,VS1,59.0,59.3,GIA,3.99 x 4.01 x 2.37,356.0,3.99,4.01,2.37
867,0.23,Ideal,F,VS2,57.0,61.6,GIA,3.94 x 3.95 x 2.43,356.0,3.94,3.95,2.43
868,0.25,Ideal,D,SI2,57.0,61.5,GIA,4.08 x 4.06 x 2.50,356.0,4.08,4.06,2.5
869,0.28,V.Good,H,VS2,63.0,58.1,GIA,4.28 x 4.24 x 2.48,356.0,4.28,4.24,2.48
870,0.28,Good,L,VVS2,64.0,60.9,GIA,2.57 x 4.19 x 4.25,356.0,2.57,4.19,4.25
871,0.29,Good,J,VS2,60.0,63.6,GIA,4.15 x 4.18 x 2.65,357.0,4.15,4.18,2.65
872,0.23,Good,E,SI1,62.0,60.5,GIA,3.92 x 3.91 x 2.37,357.0,3.92,3.91,2.37
873,0.23,Good,E,SI1,59.0,64.2,GIA,3.88 x 3.85 x 2.48,357.0,3.88,3.85,2.48
874,0.23,V.Good,E,SI1,62.0,60.8,GIA,3.93 x 3.90 x 2.38,357.0,3.93,3.9,2.38
875,0.23,V.Good,D,SI1,57.0,62.6,GIA,3.93 x 3.91 x 2.46,357.0,3.93,3.91,2.46
876,0.23,Ideal,F,SI2,57.0,61.7,GIA,3.96 x 3.98 x 2.45,357.0,3.96,3.98,2.45
877,0.3,Good,I,SI2,60.0,59.2,GIA,4.32 x 4.34 x 2.56,357.0,4.32,4.34,2.56
878,0.26,Ideal,H,SI2,60.0,60.6,GIA,4.10 x 4.14 x 2.49,357.0,4.1,4.14,2.49
879,0.22,Good,H,VS2,65.0,61.0,GIA,3.82 x 3.88 x 2.35,357.0,3.82,3.88,2.35
880,0.4,V.Good,J,I1,52.0,63.1,GIA,4.67 x 4.71 x 2.96,357.0,4.67,4.71,2.96
881,0.42,Ideal,J,I1,57.0,60.9,GIA,4.86 x 4.88 x 2.96,357.0,4.86,4.88,2.96
882,0.23,Ideal,D,VS1,62.0,60.5,GIA,3.95 x 3.97 x 2.40,357.0,3.95,3.97,2.4
883,0.28,Ideal,F,SI2,57.0,62.1,GIA,4.19 x 4.21 x 2.61,357.0,4.19,4.21,2.61
884,0.24,Ideal,H,VS1,60.0,59.7,GIA,4.04 x 4.06 x 2.42,357.0,4.04,4.06,2.42
885,0.3,Ideal,F,I1,56.0,62.0,GIA,4.31 x 4.33 x 2.68,357.0,4.31,4.33,2.68
886,0.23,Ideal,E,VS1,60.0,59.1,GIA,4.01 x 4.03 x 2.38,357.0,4.01,4.03,2.38
887,0.25,Ideal,I,VS1,55.0,62.1,GIA,4.06 x 4.09 x 2.53,357.0,4.06,4.09,2.53
888,0.3,Good,I,SI1,62.0,65.6,IGI,4.13 x 4.15 x 2.72,357.0,4.13,4.15,2.72
889,0.23,Good,D,VS2,56.0,64.9,GIA,3.81 x 3.87 x 2.49,357.0,3.81,3.87,2.49
890,0.4,Good,G,I1,60.0,63.7,EGL,4.66 x 4.64 x 2.96,357.0,4.66,4.64,2.96
891,0.54,Good,J,I1,66.0,61.9,EGL,5.17 x 5.11 x 3.18,357.0,5.17,5.11,3.18
892,0.23,V.Good,I,VVS1,61.0,58.3,GIA,4.04 x 4.02 x 2.35,358.0,4.04,4.02,2.35
893,0.31,Ideal,J,SI2,57.0,62.3,GIA,4.30 x 4.33 x 2.69,358.0,4.3,4.33,2.69
894,0.23,Ideal,F,SI1,56.0,61.8,GIA,3.95 x 3.98 x 2.45,358.0,3.95,3.98,2.45
895,0.3,V.Good,F,I1,59.0,59.1,GIA,4.38 x 4.40 x 2.60,358.0,4.38,4.4,2.6
896,0.21,Ideal,J,VVS2,56.0,62.2,GIA,3.83 x 3.86 x 2.39,358.0,3.83,3.86,2.39
897,0.21,Ideal,I,VVS2,61.0,60.2,GIA,3.82 x 3.84 x 2.31,358.0,3.82,3.84,2.31
898,0.3,Ideal,F,I1,60.0,60.8,GIA,4.33 x 4.35 x 2.64,358.0,4.33,4.35,2.64
899,0.3,Ideal,F,I1,60.0,59.2,GIA,4.40 x 4.42 x 2.61,358.0,4.4,4.42,2.61
900,0.22,Good,D,VVS1,67.0,58.9,GIA,3.93 x 3.97 x 2.33,358.0,3.93,3.97,2.33
901,0.24,Ideal,D,VS2,57.5,61.5,IGI,4.02 x 4.05 x 2.48,358.0,4.02,4.05,2.48
902,0.23,Ideal,G,VS2,56.0,62.8,GIA,3.90 x 3.91 x 2.45,358.0,3.9,3.91,2.45
903,0.35,Ideal,H,I1,56.0,61.6,GIA,4.55 x 4.57 x 2.81,358.0,4.55,4.57,2.81
904,0.25,V.Good,D,VS2,58.0,63.3,IGI,4.00 x 4.03 x 2.54,358.0,4.0,4.03,2.54
905,0.22,Ideal,G,VVS2,61.0,59.5,GIA,3.90 x 3.93 x 2.33,358.0,3.9,3.93,2.33
906,0.3,Good,D,I1,64.0,57.8,GIA,4.40 x 4.42 x 2.55,358.0,4.4,4.42,2.55
907,0.2,V.Good,D,VVS1,57.0,61.0,GIA,3.78 x 3.80 x 2.31,358.0,3.78,3.8,2.31
908,0.22,Ideal,I,VVS1,57.0,62.2,GIA,3.86 x 3.88 x 2.41,358.0,3.86,3.88,2.41
909,0.23,V.Good,G,VS1,62.0,58.7,GIA,4.01 x 4.04 x 2.36,358.0,4.01,4.04,2.36
910,0.23,Ideal,D,VS2,60.0,59.9,GIA,3.96 x 3.98 x 2.38,358.0,3.96,3.98,2.38
911,0.3,Good,E,I1,53.0,64.7,GIA,4.20 x 4.23 x 2.73,358.0,4.2,4.23,2.73
912,0.29,Good,G,VS1,57.0,63.7,GIA,4.17 x 4.13 x 2.64,358.0,4.17,4.13,2.64
913,0.62,Good,I,I2,55.0,63.4,GIA,5.49 x 5.36 x 3.44,358.0,5.49,5.36,3.44
914,0.23,V.Good,J,VS2,58.0,66.2,GIA,2.52 x 3.8 x 3.82,358.0,2.52,3.8,3.82
915,0.23,Ideal,D,SI1,55.0,61.5,GIA,3.97 x 4.02 x 2.46,359.0,3.97,4.02,2.46
916,0.28,V.Good,H,SI1,59.0,61.4,GIA,4.20 x 4.21 x 2.58,359.0,4.2,4.21,2.58
917,0.23,Ideal,I,VVS1,59.0,60.3,GIA,3.95 x 3.98 x 2.39,359.0,3.95,3.98,2.39
